date,user,content,url
2022-10-26 14:00:40+00:00,brunofhorn,"Fala pessoal da #bolhadev. A  tem algumas vagas em aberto. Quem se interessar e quiser me manda o nome, currículo e vaga para o e-mail vagasparadevs  #vagasti #vagasdev #developerlife #developer #programacao ",https://twitter.com/brunofhorn/status/1585270187896578055
2022-10-24 17:34:23+00:00,ambevtech,"Se você também quer fazer parte desse time, fica de olho na nossa página de vagas. 💛  #AmbevTech #TechLovers #Tecnologia #VagasDev",https://twitter.com/ambevtech/status/1584599195608313856
2022-10-10 14:01:13+00:00,georgiawosniak,"Segundou, e eu decidi SOCAR isso aqui de vaga GRINGA nível PLENO e SÊNIOR.   Então segue o fio 🧵  #bolhadev #vagasdev  ",https://twitter.com/georgiawosniak/status/1579472119519662083
2022-10-06 10:58:12+00:00,alexiacserra,"⭐ VAGAS DEV ⭐  A Iteris está contratando Software Engineers PL-SR em Java, Flutter, Angular, iOS ou Node/React. Se você Dev trabalha com uma dessas tecnologias eu posso te indicar. Se você for inglês avançado pode ser enviado para a Briteris (Filial em Atlanta, EUA)  #VagasDev",https://twitter.com/alexiacserra/status/1577976510941650944
2022-10-04 12:45:21+00:00,servulin, tão querendo me cadastrar no auxílio emergencial ou me contratar???  #vagasdev ,https://twitter.com/servulin/status/1577278699770040321
2022-09-29 14:25:09+00:00,ambevtech,"Em Blumenau, Santa Catarina, nossa unidade reúne mais de 880 pessoas! E se você também quer fazer parte desse time, fica de olho na nossa página de vagas 💛  #AmbevTech #TechLovers #Tecnologia #VagasDev ",https://twitter.com/ambevtech/status/1575491876785774593
2022-09-06 21:08:38+00:00,Felipe942728631,Comecei a trair......  O Node.js com Django  Será que vou ficar sem cabelo?  #dev #bolhadev #NodeJS #django #programming #vagasdev,https://twitter.com/Felipe942728631/status/1567258495736594437
2022-09-05 17:34:56+00:00,CarreiraFacil,Veja quais são os países que são alternativa aos Estados Unidos e que oferecem excelentes salários para programadores.  #vagas #vatasti #vagasdev,https://twitter.com/CarreiraFacil/status/1566842327762706436
2022-08-30 17:33:43+00:00,gutovanzin,Oportunidade! Vem pra SOHA! #bolhadev  #vagasdev  ✅ ,https://twitter.com/gutovanzin/status/1564667696301719552
2022-08-24 15:01:50+00:00,paulomoreirati,"Vaga #DEV, para cidade de Americana-SP. Contato com o Fabio Spessotto Asssarice. #vagasti #vagasdev ",https://twitter.com/paulomoreirati/status/1562455148001054720
2022-08-22 19:19:10+00:00,walbersonmv,"[Vaga Dev Jr.] Python/JavaScript/GraphQL/FullStack -&gt; Vaga para compor equipe no desenvolvimento de uma plataforma interna. Não precisa ter muita expertise nos tópicos, se estiver pronto a aprender, estamos prontos para ensinar. #bolhadev  #vagasdev",https://twitter.com/walbersonmv/status/1561795129320652801
2022-08-22 11:04:14+00:00,OIlgner,"Bom dia pessoal, boa semana para todos. Cade os devs java/reat/kotlin/python/qa que estão querendo uma nova oportunidade, aqui na ci&amp;t tem varias vagas(remotas) abertas, quem quiser uma indicação só chamar dm   #bolhadev #vagasDev #developer  ",https://twitter.com/OIlgner/status/1561670578221744136
2022-08-08 12:00:20+00:00,jeitoadaflow,Tá afim de trabalhar com tecnologia remotamente e ganhar em dólar? 💸  Dá uma olhada nessas vagas na GeekHunter:   #dev #vagasdev #vagastech,https://twitter.com/jeitoadaflow/status/1556611265237319683
2022-08-02 18:20:03+00:00,gi_geekhunter,"Oi, pessoal! 👋 Sou a Gi e estou aqui não só para ajudar a  e a GeekHunter a postar nossas vagas, como também te dar dicas de como conseguir sua vaga no exterior 🌎  Acesse nossas vagas internacionais em:   #bolhadev #geekhunter #vagasdev ",https://twitter.com/gi_geekhunter/status/1554532496905326594
2022-08-02 13:58:16+00:00,MayaraARochaaa,"finalizei o Bootcamp  de Dev Front-end na  e gostaria da minha primeira oportunidade de trabalho como junior, este é meu projeto final: #bolhadev #vagas #FrontEndDeveloper #vagasdev",https://twitter.com/MayaraARochaaa/status/1554466616288624640
2022-07-27 14:07:27+00:00,_imaginebeyond,Faltam quantos dias para sexta-feira mesmo?? hahahah  #dev #bolhadev #javascript #SRE #Devops #tecnologia #vagasdev #imaginebeyond #gobeyond ,https://twitter.com/_imaginebeyond/status/1552294598839570433
2022-07-19 19:01:33+00:00,malu_frontino,  #vagasdev #vagasti #vagasdeti #vagastech #Angular #netcore #DeveloperJobs ,https://twitter.com/malu_frontino/status/1549469508695384065
2022-07-14 14:05:29+00:00,hellomariworld,+1 VAGA: Dev Fullstack (foco front end)  Oportunidade de emprego remoto p/ ganhar em dolar 🤑p/quem mora no Brasil: conhecimento JavaScript/Next.js/Tailwind (CSS)/Shopify; Python (desejavel)  🔥 Vem de DM pra saber mais.  #frontend #programming #bolhadev #fullstack #vagasdev,https://twitter.com/hellomariworld/status/1547583061058936834
2022-05-31 17:59:28+00:00,OIlgner, #vagasdev #vagasti,https://twitter.com/OIlgner/status/1531696878659719168
2022-05-10 18:35:02+00:00,alandealmeida,"Faaala devs, beleza? Estamos com vagas abertas na Simbiose Social para programador FrontEnd e Full Stack Jr. Se você manja de React ou PHP com Laravel e quer trabalhar com propósito, essa é pra vc!   #VagasDev #BolhaDev ",https://twitter.com/alandealmeida/status/1524095684378607617
2022-05-10 18:17:23+00:00,oriqueSha256,"opa #BolhaDev como tinha comentado, RECEBAAAA algumas vagas ai.  &gt; Analista de testes(remoto) &gt;Fullstack  .net PL.  chama ai na DM   #VagasDev",https://twitter.com/oriqueSha256/status/1524091245114634241
2022-04-20 12:32:10+00:00,OIlgner,#dev #vagasdev #desenvolvimento,https://twitter.com/OIlgner/status/1516756608667332616
2022-04-06 01:22:35+00:00,badgalmairo,#vagasti #vagasdev #vagastech #vagasbackend,https://twitter.com/badgalmairo/status/1511514671957921793
2022-03-04 14:16:12+00:00,evoluxbr,"A Evolux está em busca de novos talentos! Para mais informações, acesse   O prazo para as inscrições é até o dia 31/03, não perca tempo!  #VemPraEvolux #temosvagas #analistadeinsfraestrutura #vagasdev ",https://twitter.com/evoluxbr/status/1499750563432464384
2022-03-02 21:30:04+00:00,NiloJustino,"Peoples, alguém que curta programar em iOS. Estou trabalhando com uma oportunidade incrível! #vagasDev #Devios",https://twitter.com/NiloJustino/status/1499134969792368640
2022-02-08 22:32:26+00:00,monteiropatrick,"Vaga Node.js , vamos ? #vagas #vagasdev ",https://twitter.com/monteiropatrick/status/1491178134708035584
2021-10-12 13:41:51+00:00,KarineLiuti,"Um amigo me perguntou o que eu levo em consideração ao decidir por uma vaga de emprego. Primeiro de tudo, eu tento descobrir como é a gestão, e como as pessoas são tratadas. Depois, se a oportunidade está alinhada com o que eu quero e não quero para a minha vida.👩🏻‍💻  #js #vagasdev",https://twitter.com/KarineLiuti/status/1447920450999312393
2021-09-28 14:34:54+00:00,Medcloudbr,Faça parte do time Medcloud!  #vagas #oportunidades #vagasdev #trabalheconosco ,https://twitter.com/Medcloudbr/status/1442860372109578253
2021-09-17 19:29:28+00:00,Magskull,Temos vagas: Desenvolvedores React Js e Fullstack C#  #vagasti #vagasdev #vagasreact #vagasfullstack #vagasdev        ,https://twitter.com/Magskull/status/1438948236723736580
2021-09-15 17:36:03+00:00,caco0207,"#vagasdev   Temos vagas para:  techlead  gerente  senior  pleno  Júnior  Empresa do ramo financeiro, em SP com possibilidade de trabalho TOTALMENTE remoto Na DM consigo passar os requisitos para cada um dos niveis!  Ajuda com o rt ai!",https://twitter.com/caco0207/status/1438194917428408326
2021-09-15 16:39:19+00:00,lucasnabesima,Alguém me indica um dev com experiência em C# pra trabalhar remoto? Estamos precisando aqui na instituição FIRMA™  #dotnet #csharp #dev #vagasdev,https://twitter.com/lucasnabesima/status/1438180642433507328
2021-09-15 14:30:17+00:00,helenfreitas,"#vagasdev #estagio #estagioti #pentaho,  Estágio remunerado DEV no Serpro/RJ  Pré-requisitos: Estudantes cursando a partir do 3º período; - Possuir conhecimento em Linux, HTML, Javascript, PHP PostgreSQL, BI/DW; Pentaho",https://twitter.com/helenfreitas/status/1438148167032315904
2021-09-15 00:09:04+00:00,Carla_ribeiiro,"Por acaso não tem nenhuma desenvolvedora back end com experiência em git, PostgreSQL, javascript, por aí não ?  Pra home office? Pleno? 🥲 #vagasdev",https://twitter.com/Carla_ribeiiro/status/1437931435344683008
2021-08-30 20:15:44+00:00,Caren_Psi,"Pessoal, estou com uma vaga em aberto para Product Owner Jr, e não precisa ser de BH, quem tiver interesse, me chama na DM por favor!!  #vagasdev #PO #vagaparajr",https://twitter.com/Caren_Psi/status/1432436896576200713
2021-08-25 12:35:55+00:00,Nickdelic_,Desenvolverdor pleno/senior c# com salário até R$11k totalmente remoto:   #vagasDEV  C# C#pleno C#senior #techrecruiter #itrecruiter,https://twitter.com/Nickdelic_/status/1430509242109267978
2021-08-25 12:29:09+00:00,Nickdelic_,Desenvolverdor pleno/senior c# com salário até R$11k totalmente remoto:   #vagasDEV # C# C#pleno C#senior #techrecruiter #itrecruiter,https://twitter.com/Nickdelic_/status/1430507537326120962
2021-08-17 13:48:41+00:00,Medcloudbr,Está buscando por uma oportunidade de trabalho? Venha trabalhar conosco e faça parte da transformação na área da saúde!  Temos vagas abertas para diversas áreas. Saiba mais e candidate-se em  #Vagas #Vagasdev #temosvagas #jobsearch #jobs #empregos #dev ,https://twitter.com/Medcloudbr/status/1427628451075350543
2021-07-28 16:07:33+00:00,oi_marlox,"Empresa onde trabalho ta contratando desenvolvedor dot net, localização em cajamar tem fretado da Lapa. Interessados envio + informacoes, preferência nível Júnior a Pleno #vagasdev #programação #devops #dotnet",https://twitter.com/oi_marlox/status/1420415640729440260
2021-07-13 17:35:03+00:00,4allHub,"Um alô especial pra galera de Dev Node.JS! 😍  Temos vagas abertas: modelo remoto, galera gente boa e muitos benefícios.   Vem ver:  #vagasdev #devnodejs #vagas #vagasTI #vagastecnologia",https://twitter.com/4allHub/status/1415001843021844481
2021-07-13 17:31:04+00:00,4allHub,Quer fazer a diferença no mercado digital? Temos oportunidades aqui no Hub 4all!  #vagastecnologia #vagasTI #vagasdeTI #vagasdev,https://twitter.com/4allHub/status/1415000841795383296
2021-06-30 13:41:32+00:00,db1group,"Android ou iOS? 📱 Não importa! Tem lugar para ambos na DB1!   Estamos com vaga para DEVs mobile abertas na firma, com foco em projetos de fintech.   DEV Android:  DEV IOS:   #vagasdb1 #vagasti #vagasdev #vagasdeemprego ",https://twitter.com/db1group/status/1410232032916082692
2021-06-17 16:20:02+00:00,AllogicTecno,Vaga Web Designer  Requisitos: - Ferramentas de Design - HTML5 - CSS3 - JavaScript  contato: vagas  #WebDesign #Vagas #VagasDev #vaga #vagaremota #vagalocal #vagasantoandre ,https://twitter.com/AllogicTecno/status/1405560878158815239
2021-06-17 13:55:04+00:00,AllogicTecno,Vaga Web Design  Requisitos:  - Ferramentas de Design  - HTML5 - CSS3 - JavaScript    contato: vagas  #WebDesign #Vagas #VagasDev #vaga #vagaremota #vagalocal #vagasantoandre ,https://twitter.com/AllogicTecno/status/1405524395863416838
2021-06-11 18:00:01+00:00,beenet_ia,Procurando emprego? Encontre já o seu match com a vaga ideal na BeeNet :    #beenet_ia #tech #programador #desenvolvedor #tecnologia #empregabilidade #empregosti #cienciadedados #empregonovo #vagasdeemprego #vagasti #vagastech #vagasdev #vagastecnologia ,https://twitter.com/beenet_ia/status/1403411716315222027
